Title,Company,Location,Apply,Job Description,Date,Company Link
Real Estate Marketing Coordinator,WizeHire,"Easton, PA",https://www.linkedin.com/jobs/view/real-estate-marketing-coordinator-at-wizehire-3638838561?refId=t9Gp%2BvXL%2Baw2dhrp78jmOg%3D%3D&trackingId=kOw6lq9tzTJs9VoqKBk8oA%3D%3D&position=5&pageNum=3&trk=public_jobs_jserp-result_search-card,"WizeHire is an award-winning platform that helps small businesses grow with a better way to hire. We are currently assisting a local customer source top talent to fill their Real Estate Marketing Coordinator position in Easton, PA, USIn Office Real Estate Marketing CoordinatorLove selling a brand? We need you! We are looking for a motivated self-starter who is passionate about marketing and social media to join our dynamic and fast-growing real estate team.Our Marketing and Social Media Assistant will be responsible for building and executing campaigns on Facebook and Instagram to help expand our brand. You will strategize, execute, and manage a variety of ad campaigns from beginning to end. The candidate in this position will conceptualize campaigns, develop and execute all ads, and analyze ad performance results.We offer a laid-back, fun, and creative environment. We are fully engaged in your professional and personal growth in a way that few others offer. We would love to have you join the family!",2023-06-22,https://www.linkedin.com/company/wizehire?trk=public_jobs_jserp-result_job-search-card-subtitle
Marketing Content Specialist,Seachrome Corporation,"Torrance, CA",https://www.linkedin.com/jobs/view/marketing-content-specialist-at-seachrome-corporation-3641820037?refId=t9Gp%2BvXL%2Baw2dhrp78jmOg%3D%3D&trackingId=lec1RR1Ec2q%2FWIMU3OntTA%3D%3D&position=6&pageNum=3&trk=public_jobs_jserp-result_search-card,"Job DescriptionJob Summary:Are you passionate about marketing and understanding people? Do you thrive in a fast-paced environment where you can make a real impact? Seachrome Corporation is seeking an Marketing Content Specialist who is eager to take on a rewarding challenge of building a brand and driving sales. As an integral part of our marketing team, you will assist in maintaining and growing ecommerce sales on popular platforms like Amazon, Wayfair, and Build.com. You will optimize product listings, create engaging campaigns for email marketing and social media, and analyze data to measure campaign effectiveness. Additionally, you will stay current with industry trends, conduct market research, and create compelling content for social media and ecommerce platforms. If you're a people-person who loves digital marketing and wants to be part of a dynamic team, we want to hear from you!Objectives of this RoleBe part of the exciting world of ecommerce, helping to drive sales on platforms like Amazon, Wayfair, and moreOptimize product listings, create engaging campaigns, and stay ahead of the competitionPlay a key role in product development by identifying new trends and opportunitiesContribute to marketing efforts to drive marketplace growth and brand awarenessImplement and analyze online sales & marketing plans to measure success and report results to managementStay current with industry trends and create compelling content for social media and ecommerce platformsData entry and analysisConduct market research and help shape our marketing strategiesBe involved in the creative process, including product photography and videos for social media and websiteDaily And Monthly ResponsibilitiesStay ahead of industry changes and competitor marketing strategiesManage and create content for ecommerce platforms and digital assetsAssist in managing customer touchpoints, events, and sales supportGather customer insights to inform outreach strategies and increase conversionsTrack and analyze marketing initiatives to optimize performanceSkills And QualificationsBachelor’s degree in marketing, business, or related fieldExcellent written and verbal communication skillsFamiliar with Microsoft OfficeProficiency in the Adobe Creative Cloud Suite with a mastery of PhotoshopExperience with product photography and video editingStrong project management, multitasking, and decision-making skillsCreative and metrics-driven mindsetExperience in website content management and social media managementExperience in building products and manufacturing environmentsJoin us at Seachrome Corporation and be part of a dynamic team that values creativity, innovation, and results-driven marketing. Help us build our brand and drive ecommerce sales while staying ahead of industry trends and creating engaging campaigns. If you're passionate about marketing and want to make a real impact, apply now!Company DescriptionFor over 65 years, Seachrome has supplied high quality, residential and light commercial bath accessories to thousands of satisfied customers across the US. Located in Long Beach, CA, Seachrome has a great opportunity for those interested in working with our family. We have an awesome company culture that promotes creativity, independent thinking and accountability, with a family-like atmosphere that makes every day a rewarding experience.We offer our employees the following benefits: Medical, Dental, Vision, Life Insurance, 401K + Company Matching, Paid Time Off, Paid HolidaysEqual Opportunity Employer: We do not discriminate based upon race, religion, color, national origin, gender (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender identity, gender expression, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics.A satisfactory pre-employment drug screen, physical, and background check is required.For over 65 years, Seachrome has supplied high quality, residential and light commercial bath accessories to thousands of satisfied customers across the US. Located in Long Beach, CA, Seachrome has a great opportunity for those interested in working with our family. We have an awesome company culture that promotes creativity, independent thinking and accountability, with a family-like atmosphere that makes every day a rewarding experience. We offer our employees the following benefits: Medical, Dental, Vision, Life Insurance, 401K + Company Matching, Paid Time Off, Paid Holidays Equal Opportunity Employer: We do not discriminate based upon race, religion, color, national origin, gender (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender identity, gender expression, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics. A satisfactory pre-employment drug screen, physical, and background check is required.",2023-06-21,https://www.linkedin.com/company/seachrome-corporation?trk=public_jobs_jserp-result_job-search-card-subtitle
Performance Marketing Associate,Sourcebooks,"Naperville, IL",https://www.linkedin.com/jobs/view/performance-marketing-associate-at-sourcebooks-3643366371?refId=t9Gp%2BvXL%2Baw2dhrp78jmOg%3D%3D&trackingId=HTlaGqB7XXizzuENdEWT2g%3D%3D&position=7&pageNum=3&trk=public_jobs_jserp-result_search-card,"Are you an avid reader and believe in the power of books? Are you both a creative and quantitative thinker? We're looking for a book-minded individual with an interest in digital marketing, growth hacking, and publishing to help us build and measure online marketing campaigns for our bestselling books!We are seeking a Performance Marketing Associate to execute online marketing campaigns related to paid media and emerging online marketplaces. This is an exciting, hands-on and key role where you will be working with an industry-leading e-commerce marketing team and amplify and successfully deliver online marketing campaigns across all our book imprints. Our ideal candidate will possess a mix of technical, creative, and analytical skills to ideate and launch effective online campaigns.This position can work remotely from the following states ONLY: IL, MN, WI, NJ, NY, MD, CT, TN, TX, AZ, PA, WA AND NCPerformance Marketing Associate Job Responsibilities:Manage paid media campaigns under the guidance of the Director of Performance Marketing to ensure proper day-to-day execution, analysis, and optimization to achieve the revenue and ROAS/ACOS goals for Amazon Ads Marketing but this could grow into display advertising on Amazon, other paid media campaigns, or digital campaigns in other marketplaces as Sourcebooks continues to grow in the future.Functional areas of responsibility include but are not limited to campaign setup, testing, and optimizing campaigns, smart segmentation, performance monitoring/pacing, budget optimization, and reporting/KPIs.Pull and analyze actionable insights reports from Power Bi, Vendor Central, and other reporting tools that assist with optimization of paid media campaigns. Responsible for conducting keyword and product research, discovery, and expansion of Amazon Advertising campaigns. Responsible for generating weekly and monthly reports. Understand and learn about the e-commerce industry and competitive environment, including competitor product offerings. Driving continued innovation and best practice implementationWork closely with the senior team members to contribute to the success of cross-channel client campaigns.Collaborate with agency partner to clearly align and communicate ad account needs and opportunities.Collaborate cross-functionally to create and execute advertising plans for diverse types of books.Minimum Required Skills/Abilities:Bachelor's degree or similar experience in marketing, communications, or related field or 3-5 years experience of equivalent work in an ecommerce industry.Proactive self-starter and team player. Analytical with an eye for detail.Highly organized and able to prioritize and manage a variety of tasks and responsibilities simultaneously and efficiently.You spot opportunities to take redundant tasks and evolve them into structured processes.Full-time employees are eligible for our comprehensive benefits program. Our range of benefits include, but are not limited to, Medical/Prescription drug insurance, Dental, Vision, Health Care/Dependent Care Flexible Spending Account, Health Savings Account 401(k), Short and Long-Term Disability Insurance, Life/AD&D Insurance, & generous paid time off.We value the array of talents and perspectives that a diverse workforce brings. All qualified applicants will receive consideration for employment without regard to race, national origin, religion, age, color, sex, sexual orientation, gender identity, disability, or protected veteran status.Sourcebooks is a fast-growing entrepreneurial company seeking impact players and difference makers. We create books that transcend categories and defy odds; with hundreds of national bestsellers and awards to show for it. We are a company of enthusiastic, book-loving employees who are dedicated to connecting books to readers in new and innovative ways. Every day, we are transforming the publishing industry with bold thinking and unprecedented results. Story by story, book by book, we have touched over 100 million lives. Join us as we strive to change 100 million more.Sourcebooks is a thriving entrepreneurial company that brings extraordinary authors to readers in the most dynamic, data-driven ways. We create books that transcend categories and defy odds, and we have been honored with hundreds of national bestsellers and awards. We are a company of enthusiastic booklovers passionate about connecting books to readers in new and innovative ways. Story by story, book by book, we have changed more than 100 million lives. Join us as we change 100 million more.Powered by JazzHRzFAs4ulxmw",2023-06-22,https://www.linkedin.com/company/sourcebooks?trk=public_jobs_jserp-result_job-search-card-subtitle
Entry Level Brand Marketing Coordinator,Next Level Recruiting Inc,"San Ramon, CA",https://www.linkedin.com/jobs/view/entry-level-brand-marketing-coordinator-at-next-level-recruiting-inc-3656959063?refId=t9Gp%2BvXL%2Baw2dhrp78jmOg%3D%3D&trackingId=VIKQeSPgW6Vj1AfLWLkScw%3D%3D&position=8&pageNum=3&trk=public_jobs_jserp-result_search-card,"Last year, our firm took deliberate steps to elevate our marketing and communication strategies, tighten our company culture, and successfully expand our client portfolio. Because of these improvements, we are now looking to hire a Marketing Coordinator to start immediately and help expand. Our Marketing Coordinator will partner on one of our newly acquired client projects and work alongside middle and upper-level management.We know what it is like to step into a new position with no training, no introduction to the company, and your boss doesn’t know much more than your first name. This is why we put an intense focus on providing you an initial orientation, comprehensive hands-on training, and pairing you with one of our top employees for further guidance.Here at Next Generation Marketing, our company holds four key values: Desire: Knowledge is power. “Develop a burning desire to learn, and you will grow beyond your wildest expectation.” - Brad TaylorDrive: the bridge between goals and accomplishmentsDetermination: The tenacity that is shown in someone’s work ethic, guarantees an outstanding outcome.Growth: We measure growth by the tenacity in someone’s work ethic, which guarantees an outstanding outcome.As the Marketing Coordinator, you would...Act as the liaison between client and consumer to discuss & deliver promotional offerings that are occurringBuild and maintain collaborative relationships with team members to produce a high-functioning, collaborative, and creative environmentProject coordination and strategic planning for the designated marketing campaignHelp develop effective sales materials including pitch, training content, and onboarding material that is focused on supporting the development of the Customer Service & Sales DepartmentsDevelop marketing strategies that are continuously looking to optimize the customer experienceAttend daily campaign meetings with Management to discuss the designated market, expected production goals, and other related topics as they come upWhat You Can Expect To Receive Working Here...A genuine interest in your future and a promise that you will never be considered or treated like “just another employee.”A defined career path in line with your professional goals and personal development. No one likes to stay in the same place for too long - we get that, and we act on it.Training, training, and more training! There are always new skills, new markets, and new strategies to learn. You’ll learn from a trusted expert, OR you will be the one teaching the designated department.Full support & encouragement from management to present and explore any ideas that you have. Especially if they improve productivity, increase revenue, and improve team camaraderie.The kind of work environment where you actually like to be around your coworkers, no matter if you are in the office or catching a sports game.Competitive Compensation structure paid weekly along with bonuses, planned team nights, and quarterly networking events.We are looking forward to receiving your application and will be in touch within 24-48 hours to discuss the next steps!Powered by JazzHRrdO66RsoU3",,https://www.linkedin.com/company/next-level-recruiting-inc?trk=public_jobs_jserp-result_job-search-card-subtitle
Marketing Assistant,5M Promotions Inc,"Sarasota, FL",https://www.linkedin.com/jobs/view/marketing-assistant-at-5m-promotions-inc-3656804654?refId=t9Gp%2BvXL%2Baw2dhrp78jmOg%3D%3D&trackingId=sAa%2FDq4bFrJfXQTYNsoyuA%3D%3D&position=9&pageNum=3&trk=public_jobs_jserp-result_search-card,"We are searching for a motivated Marketing Assistant to join our sales and promotional marketing department. The Marketing Assistant will help exceed company and client goals by assisting the Marketing Manager with developing unique campaigns and programs to appeal to consumers and increase client revenue. We provide an established marketing and sales training program that includes learning the fundamentals of marketing and sales, client knowledge, relations with lead management, interviewing, recruiting, reports and management on a small scale with room for growth into a large scale.5M Promotions is a fast growing Marketing Firm with a team oriented culture that provides individualized training for each employee to ensure success as a team. Our marketing team serves as a leader in delivering exceptional brand awareness to increase the market share for any brand. We are in need of an avid Marketing Assistant to support the marketing department by coming together as a team and organizing campaigns and developing marketing strategies that will impact company sales. The Marketing Assistant is a critical factor for the Marketing Department's goals and long term growth of the company.Responsibilities: Assist in direct marketing and promotional activities to gain new customer acquisitions and maintain existing customer retention Collaborate with the marketing and sales team to drive the marketing and promotions of our clients by preparing and delivering promotional presentations Develop diverse marketing and sales approaches and maintain relationships with potential consumers Research the latest product trends and insights across campaigns and create new ideas to enhance the processAssist the marketing and sales team by improving sales tactics by evaluating data and personalizing each approach to the consumer What we look for in a Marketing Assistant: Experience - 1-2 years of marketing or sales background preferred Teamwork - We’re team players in everything we do Problem-solving skills - Identify issues and immediately respond with solutionsStudent mentality - Management is constantly trying to improve by providing feedback to all departments so it is crucial to be able to take constructive criticism and implement it Self starter - Initiate, plan, and execute projects from beginning to end without constant supervisionBenefits of working with us: Leadership development with the opportunity to grow your career in a national organizationOpportunities for performance-based rewards such as paid vacations, gift cards, tickets to events A work environment that encourages creativity and innovative ideas Team oriented where every employee is considered a vital asset Holidays off Paid training Powered by JazzHRylcAjaWMAF",,https://www.linkedin.com/company/5m-promotions-inc?trk=public_jobs_jserp-result_job-search-card-subtitle
Junior Marketing Coordinator,Generation Alpha TX,"Katy, TX",https://www.linkedin.com/jobs/view/junior-marketing-coordinator-at-generation-alpha-tx-3656957166?refId=t9Gp%2BvXL%2Baw2dhrp78jmOg%3D%3D&trackingId=rkFIBOX6ekSXea4jBMbxMA%3D%3D&position=10&pageNum=3&trk=public_jobs_jserp-result_search-card,"We are one of the leading nonprofit fundraising firms in Houston. Currently, we are looking for a motivated individual who enjoys giving back to the community to join our nonprofit marketing team.The Junior Marketing Coordinator will work closely with the members of our fundraising team in the planning, coordination, and execution of our fundraising initiatives throughout the local area. The Junior Marketing Coordinator will have the opportunity to learn the ins and outs of event management and nonprofit fundraising campaigns through hands-on training.Responsibilities:Assist in the development and implementation of marketing campaigns and strategiesEnsure top-notch customer service at the events with the promotional marketing staffDrive client acquisition, lead generation, and brand loyalty through sales activities at the eventsComplete rigorous leadership training with the potential to take on own events and projects for new clientsConsult in client complianceAdditional responsibilities as directedQualifications & Requirements:The ideal candidate must have strong written and verbal communication skills, including a strong customer service orientation, and excellent organizational/time management skills. This is a fast-paced environment where you will be working as part of a team as well as independently. Strong attention to detail and well as deadlines is most critical. Experience in marketing, sales, customer service, retail, and advertising is a plus. Occasional travel is required.Powered by JazzHRILixIgY4eY",,https://www.linkedin.com/company/generation-alpha-incoporated?trk=public_jobs_jserp-result_job-search-card-subtitle
Brand Coordinator,"Ace Concepts, Inc.","Elmont, NY",https://www.linkedin.com/jobs/view/brand-coordinator-at-ace-concepts-inc-3656803586?refId=t9Gp%2BvXL%2Baw2dhrp78jmOg%3D%3D&trackingId=3TYlBMq9DwMohh5KHoJHVA%3D%3D&position=11&pageNum=3&trk=public_jobs_jserp-result_search-card,"Are you ready to move from a BORING cubicle to something more creative? Ace Concepts is looking for a creative, innovative, and solution-oriented individual to join our Marketing and Sales Department. We are one of the fastest-growing and leading premier agencies in the area that specializes in delivering results in Marketing, Sales, and Brand Awareness.Our Brand Coordinator opportunity is perfect for someone entry-level who wants to step into the Sales, Marketing, and Branding world and experience the back-end of what makes a business successful in providing a massive return on investment for its clients! As part of our expanding entry-level Brand Coordinator team, you will support our initiatives by developing more extensive awareness and consumer loyalty. By bringing to life the client and the brand’s vision through live and creative campaign launches, we will be able to achieve our HUGE goals!Responsibilities for our entry-level Brand Coordinator:Execute all marketing and sales strategies with the brand coordinator team by company standardsUphold the highest level of customer experience - guided by “the customer comes first”Ensure clear communication with every customer, client, and team memberMaintain brand standards and promote customer awareness and loyaltyTrack the effectiveness of our campaigns and report metrics to upper managementAttend all required training and entry-level team meetingsRequirements for our entry-level Brand Coordinator:A minimum of an Associate’s degree in the fields of Marketing/Advertising/Communications or related field is required1-2 years of experience in marketing, sales, advertising, brand coordinator or a customer-facing role is preferredA creative, strategic, and out-of-the-box thinker while working across multiple projects and responsibilitiesFlexible to pivot and work quickly when problems do ariseAbility to work independently or with a close-knit teamComfortable working in a highly fast-paced environmentIf you feel these characteristics match you and what you’re looking for in a Brand Coordinator role, APPLY TODAYPowered by JazzHRL96G8z2oMa",,https://www.linkedin.com/company/ace-concepts-inc?trk=public_jobs_jserp-result_job-search-card-subtitle
Entry Level Marketing Associate,"Radiant Promotional Group, LLC","Denver, CO",https://www.linkedin.com/jobs/view/entry-level-marketing-associate-at-radiant-promotional-group-llc-3644416865?refId=t9Gp%2BvXL%2Baw2dhrp78jmOg%3D%3D&trackingId=c4hsM1mAKba%2BRNXAlP4bQQ%3D%3D&position=12&pageNum=3&trk=public_jobs_jserp-result_search-card,"Hiring full time Entry Level Marketing Associates for our charity organization!Please read the qualifications before applying to see if this role would be right for youOverview:Entry level roleImmediate start dates available Fully in person role: fundraise at local events for our charity Rapid opportunities for advancement into leadership rolesMust have own reliable transportation $600-800 weeklyWe are proud to partner with a highly-regarded charity that has been advocating for kids in the foster care system for over 50 years. Together, we strive to provide essential care and help kids in the system grow up to be the best version of themselves. Using the funds donated we open nationwide advocacy centers, along with therapy programs, and donate backpacks full of essentials for kids to have something of their own. By joining our team, you will contribute to our mission by raising vital funds at local events, expanding our advocacy centers, and providing necessary resources to those in need.In this role, you will be a valued member of our fundraising team, representing our organization at a variety of in person, high-visibility events, such as markets, restaurants, stores, and festivals, both indoors and outdoors. Your daily responsibility will be to engage with guests, passionately share our cause, and inspire them to contribute funds. To excel in this position you must be extremely outgoing and not afraid to talk to strangers, as this is the main responsibility to this role. This is an entry level role, no prior experience is required.Qualifications:High school diploma or GED required Must have own reliable transportation to and from eventsMust be able to work 30-40 hours Must have a passion for helping others and a love for working with the publicMust possess excellent interpersonal communication skills, and be able to adapt to speaking with various audiences for hours at a time Must possess a self motivating drive to hit individual and team donation goals Must be comfortable working indoors and outdoorsMust be comfortable standing for multiple hours at a time Daily Responsibilities:Engage with individuals at various local, in person events to communicate our charity's mission and goalsContribute to creating and developing effective fundraising campaignsSet up displays and present our message in a professional manner at community eventsParticipate in fundraising events both indoors and outdoors, and engage with potential donors to explain how their funds will make an impactDemonstrate exceptional knowledge of our charitable partners and provide accurate answers to potential donors' questions with the utmost professionalismExhibit a self-motivated and competitive spirit to help raise as much money as possibleAttend daily and weekly team meetings and actively contribute to group discussionsAttend mandatory training sessions to further enhance skills and knowledge.Why Join Us?Entry level position, no college degree required A great intro job to the marketing/sales fieldImmediate start dates available Contributing to a great cause every dayEasy job for outgoing people Never get bored working at multiple different locations We have rapid opportunities for advancement into leadership roles once you show your passionOpportunity for same day cash payout Job Type:Full timeEntry levelIn person roleJob Location: Multiple locationsEducation: High school diploma or GED requiredRequirements: Own reliable transportation requiredPowered by JazzHRqYmVlT5qGN",2023-06-23,https://www.linkedin.com/company/radiant-promotional-group-inc?trk=public_jobs_jserp-result_job-search-card-subtitle
Entry Level Marketing Associate,GetiGuru,"Charlotte, NC",https://www.linkedin.com/jobs/view/entry-level-marketing-associate-at-getiguru-3655334119?refId=t9Gp%2BvXL%2Baw2dhrp78jmOg%3D%3D&trackingId=%2BxUhmJWC3gtvg2lmlKRdQg%3D%3D&position=13&pageNum=3&trk=public_jobs_jserp-result_search-card,,,https://www.linkedin.com/company/getiguru?trk=public_jobs_jserp-result_job-search-card-subtitle
Event Marketing Assistant,Next Level Recruiting Inc,"Pittsburgh, PA",https://www.linkedin.com/jobs/view/event-marketing-assistant-at-next-level-recruiting-inc-3644419578?refId=t9Gp%2BvXL%2Baw2dhrp78jmOg%3D%3D&trackingId=vOeMvneF0kQO6qxhKM%2BHTQ%3D%3D&position=14&pageNum=3&trk=public_jobs_jserp-result_search-card,"We are looking for someone to join its' growing Event Marketing team, which helps us run campaigns for our partners. We work with everyone from up-and-coming startups to national-level non-profits, helping them achieve their marketing goals and community initiatives. Your job would be helping us use our established marketing techniques to run campaigns with a solid team of brand ambassadors, making sure things run smoothly and keeping our clients at the forefront of their respective industries.You are:Obsessed with being a community influencer and market leaderPsyched about getting paid to do something you loveIncredibly organized, detail-orientedA fun addition to our small (but growing!) teamExcited about building the culture of our startupEager to learn - you are the type of person who brings us new ideas and keeps the company curiousResponsibilities:Working with Marketing Coordinator and the Sales Operations Manager to integrate PR campaigns with customer promotionsKeeping updated on industry and competitive trends and regularly informing sales and marketing of noteworthy opportunitiesProcess internal marketing requests to support the sales teamKeep all company business listings updated as location/ data changes ariseMaintain internal database for point of sale system and add new locationsCommunity RelationsContributing to the daily growth and development of our companySkills & Must-Haves:Excellent analytical and presentation skills and able to multi-taskEffectively balance strategic thinking and execution in a fast-paced environmentSelf-confident and outgoing personalityOrganized and detail-orientedExcellent communication skills (verbal and written)Entrepreneurial attitude and ability to think outside the boxCreative mindsetKnowledge of multiple social media outlets to increase the visibility of the organizationPowered by JazzHRa1WYYH96kN",2023-06-23,https://www.linkedin.com/company/next-level-recruiting-inc?trk=public_jobs_jserp-result_job-search-card-subtitle
Marketing Assistant,Spark Charlotte,"Charlotte, NC",https://www.linkedin.com/jobs/view/marketing-assistant-at-spark-charlotte-3655548513?refId=t9Gp%2BvXL%2Baw2dhrp78jmOg%3D%3D&trackingId=qPGltQbjh%2FbZyJWnr6WWCw%3D%3D&position=15&pageNum=3&trk=public_jobs_jserp-result_search-card,"With no experience required, the Marketing Assistant will play a vital role in supporting the performance and success of the marketing teams by ensuring the day to day objectives and sales targets are met.Learning and development are significant to our company, and we will invest heavily in training you to ensure you meet company standards and your continued progression within the company.The Marketing Assistant will be trained to:To respond to specific tasks, as appropriate within your team and independently on occasionAct as internal liaison between the customer and the client through the sales processEnsure smooth-running of the sales processTo assist in ensuring all sales targets are metAttend all meetings and workshops, and ensure that you and your team have all appropriate materials to handConstantly striving to improve cost-effectiveness and customer serviceAs experience is gained, liaise with customers and ensure their requests are dealt with efficientlyTo produce detailed and accurate reports of your salesTo report weekly (or earlier as appropriate) to Managing Director on the progress of workDevelop remarkable customer service skills to match the company's standardsPerson SpecificationA proven desire to pursue a marketing, sales or customer service careerNo Experience necessary, but you must be coachable and eager to learnExceptional attention to detail and a smart professional appearanceConfident communicator and strong written and verbal skillsGood time management skills with the ability to operate to tight deadlines, proactive and demonstrating initiative and enthusiasmAbility to work under pressureAbility to multi-taskAbility to work individually or as part of a teamA dynamic personality - engaging and confident but not overly dramatic or overbearing",,https://www.linkedin.com/company/sparkcharlotte?trk=public_jobs_jserp-result_job-search-card-subtitle
"Marketing Coordinator - Austin, TX",PulteGroup,"Austin, TX",https://www.linkedin.com/jobs/view/marketing-coordinator-austin-tx-at-pultegroup-3656680744?refId=t9Gp%2BvXL%2Baw2dhrp78jmOg%3D%3D&trackingId=4fXEJ9Cn1DvIw3ZbfOm8mw%3D%3D&position=16&pageNum=3&trk=public_jobs_jserp-result_search-card,"Job SummaryThe Marketing Coordinator is responsible for providing support to the Manager Marketing Communications in executing the Division's marketing communications plan and fulfilling local community marketing needs. PRIMARY RESPONSIBILITIESMaintain accuracy of all Division's community pages on brand websites and provide necessary creative assets (photos, video, copy, announcements and inventory listings). Customize ad templates to meet local market needs, incorporating specific calls-to-action/offers and securing legal approval for all incentives. Create and distribute email marketing strategy per community and division including Realtor communication. Order and manage creative assets for communities (Room Designer, Virtual Tours, IFP's, SAM's)Create and order community brochures and collateral. Provide community-level marketing point-of-sale materials such as displays, flyers and inserts. Provide ongoing community presentation audit/assessment from consumer's point-of-view ensuring integrity of signage, flags, welcome mats, etc. Track and process invoices relating to marketing plan execution. Coordinate, execute and assist with special community events and neighborhood openings. Maintaining relationships with 3rd party vendors for various marketing needs. Update and monitor MLS listings in conjunction with local broker solution (if applicable). Participation in monthly field calls and annual marketing summit. SCOPEDecision Impact: DivisionDepartment Responsibility: SingleBudgetary Responsibility: NoDirect Reports: NoIndirect Reports: NoPulteGroup, including affiliates, does not accept unsolicited assistance from search firms. If any search firm nevertheless submits an unsolicited resume to any employee at PulteGroup, including affiliates, via-email, the Internet or in any form and/or method without a valid written Statement of Work (must be a current SOW signed by Director, Talent Acquisition) in place for this position from PulteGroup, including affiliates HR/Recruitment, it will be deemed the sole property of PulteGroup. No fee will be paid in the event the candidate is hired by PulteGroup, including affiliates, as a result of the referral or through other means.We are an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity or expression, pregnancy, age, national origin, disability status, genetic information, protected veteran status, or any other characteristic protected by law. We will provide a reasonable accommodation to a qualified applicant with a disability that will enable the individual to have an equal opportunity to participate in the application process and to be considered for a job.This Organization Participates in e-VerifyPulte Homes of Minnesota is an equal employment opportunity/affirmative action employer.California Privacy Policy",,https://www.linkedin.com/company/pultegroup?trk=public_jobs_jserp-result_job-search-card-subtitle
