JobId,Title,Company,Location,Apply,JobDescription,Date,Skills,Salary,CompanyLink
3655690885,"Social Media Marketing Specialist","KJ Marketing Group","The Woodlands, TX",https://www.linkedin.com/jobs/view/social-media-marketing-specialist-at-kj-marketing-group-3655690885?refId=B%2B60QuuaIQ118HBL9znlpQ%3D%3D&trackingId=Kti0nA1ef98%2FaaXghL%2FXCQ%3D%3D&position=18&pageNum=3&trk=public_jobs_jserp-result_search-card,"We have an immediate opening at KJ Marketing Group for an experienced Social Media Marketing Specialist. This is a great position for someone who is motivated and wants to work for a growing agency. If you have a passion for marketing and enjoy a fast paced environment, this gig is for you!Responsibilities Develop and execute social media strategies that align with our client's business objectives.Manage and grow each client's social media channels, including LinkedIn,Facebook, Instagram and Tik Tok.Create and curate engaging content that resonates with client's target audience.Visit clients on location once a month to generate organic content.Monitor social media metrics and adjust strategies as needed to improve engagement and drive results.Provide monthly social media reporting on strategy and growth for each client.Stay up-to-date with the latest social media trends and best practices.Create and manage social media ad campaigns.Assist the creative team as needed with graphic design work.Use SEO best practices to build content and when using keywords.
Qualifications Bachelor's degree in marketing, communications, or a related field2+ years of experience in social media marketing experience including LinkedIn marketing, video production, and social media lead generation.Proven track record of developing and executing successful social media strategies.Strong understanding of social media metrics and analytics.Excellent communication and interpersonal skills.Ability to work in a fast-paced, deadline-driven environment.Strong project management skills.Experience with social media management tools, such Loomly.Strong writing and editing skills.Experience with video production and editing is a plus!
If you are a highly motivated and experienced Social Media Specialist with a passion for driving results, we want to hear from you. This is an exciting opportunity to join a growing company and make a significant impact on our social media efforts. Apply today!",2023-07-11," ",,https://www.linkedin.com/company/kj-marketing-group?trk=public_jobs_jserp-result_job-search-card-subtitle
3655969231,"Tech Elevator, Inbound Marketing Specialist (Remote, US)","Stride, Inc.","United States",https://www.linkedin.com/jobs/view/tech-elevator-inbound-marketing-specialist-remote-us-at-stride-inc-3655969231?refId=YmBoUXaAP67EPjdIXRT%2B1g%3D%3D&trackingId=nMMjzYWxBC6aFnObAHLRFQ%3D%3D&position=9&pageNum=36&trk=public_jobs_jserp-result_search-card,"About Tech ElevatorMeet the Tech Elevator TeamRead About Student OutcomesMeet StrideSuccess StoriesResponsibility and Inclusion
Tech Elevator is an intensive in-person and online education provider helping individuals and companies acquire in-demand technology skills for the modern workforce. Through our full-time and part-time coding bootcamps and company partnerships, we teach students and employees from diverse backgrounds to become software developers—while also helping them to build career-readiness skills and connections through our nationally recognized Pathway Program™.At Tech Elevator, our mission is to elevate people, companies, and communities and, since 2015, we’ve been transforming lives through technology education. In 2020, we were listed as the 16th fastest-growing education company in the US, and we’ve consistently led our industry in performance outcomes. We are also proud to be listed among Purpose Jobs 2022 Best Places to Work in Midwest Tech.For us, it’s not just work; every team member contributes to a life-changing program. We work hard to help our students uncover the best version of themselves while working for a brand that empowers every employee to continually evolve and grow.About the Role:The Inbound Marketing Specialist will appreciate the opportunity to offer creative input and take ownership of the Tech Elevator brand voice across all social channels. S/he will work closely with key stakeholders in marketing to also take the lead on manual and auto-email marketing campaigns and performance.Essential Functions:  Refine, curate, and publish from all social channels to reflect an inclusive, sophisticated brand voice and to grow our social community. Draft and deploy email marketing campaigns, from newsletters to announcements to special lead generation initiatives. Engage with key stakeholders to develop blog/email/social content, and drive brand awareness. Analyze and report on data from performance metrics to drive decision-making across all channels of responsibility. Effectively manage up and support on marketing projects where needed. 
Experience and Requirements: A proven ability to deliver strong writing and editing tasksOutstanding verbal, written, and interpersonal skillsA passion for social media Ability to multitask effectivelyA self-starter with dreams to leadEasily learns and adapts to new technology, software, and responsibilitiesAbility to anticipate team needs and set prioritiesA team player who is passionate about their contribution towards delivering great work2-4 years of professional experience with social media, content marketing, and email marketingAgency experience is preferred Bachelor’s degree in communications or marketing-related field is preferred
The Ideal Candidate: Extremely driven and goal-oriented, will thrive in a fast-paced environment.A creative communicator, one who has experience drafting content for the web (especially social media), blog posts, emails, or other digital channels. An understanding of owned and earned media, and a passion for building brand buzz on social media. 
Working Conditions:Remote roleRegular office hourOccasional evening and weekend hours as required for eventsOccasional travelCandidates for this role must reside in one of the following states to be considered for the role: Arizona, Arkansas, California, Connecticut, Delaware, Florida, Hawaii, Idaho, Maryland, Massachusetts, Michigan, Montana, New Hampshire, New Jersey, New Mexico, North Carolina, Ohio, Pennsylvania, South Dakota, Texas, Vermont, Virginia, Washington D.C., Wisconsin.The above job is not intended to be an all-inclusive list of duties and standards of the position. Incumbents will follow any other instructions, and perform any other related duties, as assigned by their supervisor. All employment is “at-will” as governed by the law of the state where the employee works. It is further understood that the “at-will” nature of employment is one aspect of employment that cannot be changed except in writing and signed by an authorized officer. Tech Elevator is a Federal Contractor, an Equal Opportunity/Affirmative Action Employer, and a Drug-Free Workplace. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability, protected Veteran status age, or genetics, or any other characteristic protected by law.",2023-07-06," ",,https://www.linkedin.com/company/stride-learning?trk=public_jobs_jserp-result_job-search-card-subtitle
3655984361,"Adjunct Instructor Sport Management & Marketing","Saint Elizabeth University","Morristown, NJ",https://www.linkedin.com/jobs/view/adjunct-instructor-sport-management-marketing-at-saint-elizabeth-university-3655984361?refId=XHEVFr48tasdRPF820SOdA%3D%3D&trackingId=Je6QeDiWwczlUv3O0Syj%2Fw%3D%3D&position=19&pageNum=26&trk=public_jobs_jserp-result_search-card,"Conveniently located in Morris County with easy access to Routes 287, 280, 80, 10, 24, and the Convent Station train station, Saint Elizabeth University which was established in 1899 by the Sisters of Charity of Saint Elizabeth resides on 150 acres of picturesque rolling hills and lush woodlands. The University offers a quality education in the Catholic tradition with a firm foundation in the liberal arts and serves a diverse population, including the needs of women, students of color, those who lack adequate financial resources, and those who would benefit from a nurturing, supportive collegiate environment.Diversity And Inclusion StatementFounded by the Sisters of Charity in 1899, Saint Elizabeth University (SEU) is a community of learning in the Catholic liberal arts tradition for students of diverse ages, backgrounds, and cultures. SEU is devoted to providing educational and career training opportunities to traditionally underserved communities and is characterized by small class sizes and a highly communal student-centered culture emphasizing individualized attention.SEU is a federally designated Minority-Serving and Hispanic-Serving Institution. Our traditional undergraduate population is 38 percent Black and our total enrollment is 30 percent Hispanic, while 47 percent of our students are first-generation college students. In addition, 76 percent of our first-time freshmen are low-income students eligible for federal Pell funding; many come to us with unique challenges related to their financial, social, academic, mental and physical health.Saint Elizabeth University seeks to foster and maintain a diverse campus community through inclusive excellence and equal opportunity. SEU has long preserved its legacy of providing quality education and access for underserved populations, particularly in fields and career paths traditionally beyond the reach of marginalized and often disenfranchised communities. In our traditional co-educational undergraduate enrollment today, women outnumber men two-to-one. SEU has a long legacy of educating women who thrive in STEM and healthcare professions and continues to produce diverse women and men as leaders equipped with a deeper appreciation of inclusion in its various forms. We strive to ensure that all graduates realize their potential through hard work and an exceptional education that is unimpeded by irrational self-doubt or societal biases.Essential Duties And Responsibilities  Adjunct Professor - Sport Management & Marketing Program  Teach one or more Bachelor’s level (undergraduate) courses  Course instruction to include use of online course management system (Moodle)  Courses in Sport Management & Marketing may include Sport Sales & Promotion and Sport Event Planning & Facilities Management 
Qualifications  Master's Degree in Sport Management.  Excellent oral, written and interpersonal skills.  Previous college teaching experience preferred 
EEO/AA StatementSaint Elizabeth University aspires to create a community based on the collaboration, innovation, creativity and belonging. Our collective success depends on the robust exchange of ideas - an exchange that is best when the rich diversity of our perspective, backgrounds and experiences flourish. To achieve this exchange, it is essential that all individuals feel and experience an environment where they are welcome, safe, secure, and heard. As such All qualified applicants will receive consideration for employment without regard to race, color, creed, religion, national origin, sex, sexual orientation, marital status, pregnancy, genetic information, gender identity or expression, age, disability, veteran status, or any other classification protected by Federal, state, or local law. Any information provided will be used only in the compliance of data for EEO/Affirmative Action reporting. Completion of this data is voluntary and will not affect your opportunity for employment and/or terms or conditions of employment.",2023-07-06,"Athletics, Coaching, Fitness, Interpersonal Skills, Moodle, Sports, Sports Coaching, Sports Management, Teaching",,https://www.linkedin.com/company/saint-elizabeth-university?trk=public_jobs_jserp-result_job-search-card-subtitle
3655984480,"Marketing Coordinator - Houston, TX","Locke Solutions","Houston, TX",https://www.linkedin.com/jobs/view/marketing-coordinator-houston-tx-at-locke-solutions-3655984480?refId=39JcO2g3wGfKx32z0gN6hQ%3D%3D&trackingId=PQ3ro5aA3iObQt%2FtchQJ1w%3D%3D&position=8&pageNum=12&trk=public_jobs_jserp-result_search-card,"Locke Solutions is a prefab concrete manufacturing plant that strives to make our customers’ lives easier and our employees’ lives better. Our company’s success has come from the hard work and effort put in by our team. Our team is service focused, continuously making self-improvements, seeing obstacles as opportunities to innovate, and all about making things happen for the team. We are currently seeking a Marketing Coordinator who is passionate about collaborating with others, and confident they can accomplish anything. This is a potential growth position for the right driven person. We are a blank slate; we are looking for someone to come in and help us paint a beautiful picture. Analyze and improve Web Site SEO process for optimum efficiency, search results, and capacity. Provide sales staff with campaign objectives, timelines, and deliverables, as well as directions for use or promotion. Manage partnerships with external vendors to ensure high-quality and timely marketing campaign implementation, as well as to maintain competitiveness. Oversee logistics, manage registrations, communicate with vendors, create itineraries, and order marketing collateral independently for marketing and community events. 
Key Responsibilities: Prepare reports by gathering, evaluating, and summarizing data to understand market trends, customer behavior, and the competitive environmentBy gathering and analyzing sales predictions, creating objectives, planning and organizing promotional presentations, and updating calendars, assist the Sales and Marketing Manager in reviewing and establishing the market plan and strategy. Provide sales staff with campaign objectives, timelines, and deliverables, as well as directions for use or promotionProduce drone coverage for marketing advantagesDesign Videos for web siteDesign Animated sales tools for web site, social media etc. Produce training videos and plant process videosProduce Customer Referrals using videos and other meansCreate Marketing Presentations and AdvertisementsCreating social media content & company blog postsAdditional tasks as needed to assist with marketing efforts
Requirements: 1-3 years of marketing experienceStrong organizational and project management skills, as well as meticulous attention to detail, are required. A bachelor’s degree in business administration, marketing, communications, or a closely related subject is required. Outstanding copywriting and proofreading skills, as well as excellent written and vocal communication skillsStrong understanding of different marketing platforms, channels, and best practices, such as social, digital, and email marketingMust be a self-starter who can move projects forward on their own, prioritize activities, and meet deadlines. To analyze analytics and develop reports, you’ll need excellent analytical skills. A high amount of imagination is required. Some travel will be required. 
Core values: Responsiveness: Our people are always trying to make our customers’ lives easier. We communicate and respond quickly to both our external and internal customers. Teamwork: We know that a good team is always better than any individual. We hold each other accountable, and we expect others to hold us accountable. Open and honest communication is key. Self-Motivated: Our people are self-motivated. They are not satisfied with the status quo and don’t need other people to push them. They give a 100% effort because they are proud of their work, not because their boss tells them to. “Get It Done” Attitude: We have a “Get It Done” attitude. We don’t use obstacles or setbacks as an excuse. We always take responsibility and get the job done…no matter what. Problem Solvers: We’re always thinking outside the box and love dealing with new and challenging situations. “I can’t figure it out” isn’t said around here.",2023-07-13,"Advertising, Attention to Detail, Copywriting, Itineraries, Market Analysis, Marketing Campaigns, Marketing Presentations, Proofreading, Social Media Content Creation, Training Videos",,https://www.linkedin.com/company/locke-solutions?trk=public_jobs_jserp-result_job-search-card-subtitle
3655986074,"Marketing and Communications Coordinator","Chisholm Consulting, LLC","Takoma Park, MD",https://www.linkedin.com/jobs/view/marketing-and-communications-coordinator-at-chisholm-consulting-llc-3655986074?refId=VEt%2BCa%2BQwWum9zwbAw7bvA%3D%3D&trackingId=8%2BZBUqw3bB0l1HmEs3pNsg%3D%3D&position=1&pageNum=6&trk=public_jobs_jserp-result_search-card,"In-person roleReports to the Director of Development and CommunicationsOur client is a dynamic and growing organization looking for a Marketing and Communications Coordinator. They are a college preparatory school that helps children from low-income families. Through their programs, they help develop transformative leaders who will not only succeed in college but also make a difference in the world. If you would like to make a difference in the community and in the lives of children, this job is for you. They offer an excellent benefits package.Job SummaryThe Marketing and Communications Coordinator is responsible for the coordination and implementation of communications efforts across a broad spectrum of workflows and platforms. S/he will be responsible for supporting the Admissions, College Counseling, Academics, Student Life, Athletics and Alumni Relations teams’ marketing and communications strategies and needs. The Marketing and Communications Coordinator is responsible for developing and executing integrated communications and marketing strategies involving content design and creation, social media, email marketing, website and other digital presence, photography and video, traditional media pitching and more.Primary Duties and Responsibilities include:Communications and Marketing• Work closely with the Director of Recruitment and Enrollment and the admissions department to create and execute a strong marketing plan for recruitment and enrollment. • Assist the Academic, Student Life, Athletics, Alumni Relations and College Counseling teams to support their marketing/communications needs. This includes designing print and digital materials, social media content creation and posting, and coming up with creative ways to share news internally and externally.• Monitoring and developing a consistent brand identity and guidelines for all visuals.• Write/edit/pitch press releases and manage relationships with media outlets as it relates to athletics, college counseling, and academics. This includes creating school fact sheets, promoting opportunities and sporting events..• Support the school’s online website content as it relates to service lines and ensure that new information is posted regularly.• Attend Takes photographs/video at events for marketing and communication materials as it coordinates with service lines.",2023-07-06," ","$50,000/yr",https://www.linkedin.com/company/chisholmconsulting-llc?trk=public_jobs_jserp-result_job-search-card-subtitle
3655986779,"Marketing Coordinator - Construction Company",Jobot,"Tampa, FL",https://www.linkedin.com/jobs/view/marketing-coordinator-construction-company-at-jobot-3655986779?refId=sFIrMX2jka1q5ya%2Fy5B7Zg%3D%3D&trackingId=ibjFeNEZcOy0V3Bf10SsYg%3D%3D&position=19&pageNum=9&trk=public_jobs_jserp-result_search-card,"Want to learn more about this role and Jobot? Click our Jobot logo and follow our LinkedIn page!Job detailsTop General Contractor in Tampa is looking for its next Marketing Coordinator! Industry leading compensation, bonuses and great benefits!This Jobot Job is hosted by Ben KimbrelAre you a fit? Easy Apply now by clicking the "Apply" button and sending us your resume.Salary $70,000 - $100,000 per yearA Bit About UsBased in St. Petersburg, we are a $200M+ Construction Company! Our core values are centered around our people and our clients. We believe that putting your employees first is not only the right thing to do, but it also gives us the competitive edge to ensure our clients have an excellent experience! Over the years our reputation for providing our people with the very best has caught the eye of some reputable companies who have chosen to use us as their Prime Contractor. We are looking for our next Marketing Coordinator!If you are a Marketing Coordinator 2+ years of marketing experience within the construction industry then please apply!Why join us?Do you want to work with top clients and be part of a growing Firm!? We do too!  Competitive Base Salary! Extremely Competitive Benefits Package! Accelerated Career Growth! Opportunity to be creative and put your own spin on the companies social media platforms
Job Details  Advanced knowledge in major social media platforms including, but not limited to Linkedin, Twitter, Facebook, Instagram, etc. Experience in marketing for a general contractor preferred  Good organizational and time management skills, must be able to adhere to tight deadlines Proven experience as a Graphic Design/Marketing Coordinator Comfortable working in a corporate environment and designing with corporate clients in mind Degree in marketing and/or graphic design
Interested in hearing more? Easy Apply now by clicking the "Apply" button.Want to learn more about this role and Jobot?Click our Jobot logo and follow our LinkedIn page!",2023-07-07," ","$70,000/yr - $100,000/yr (from job description)",https://www.linkedin.com/company/jobot?trk=public_jobs_jserp-result_job-search-card-subtitle
3655995398,"Affiliate Marketing Assistant Manager – Remote OR Hybrid-NYC","BaubleBar Inc.","New York, NY",https://www.linkedin.com/jobs/view/affiliate-marketing-assistant-manager-%E2%80%93-remote-or-hybrid-nyc-at-baublebar-inc-3655995398?refId=w3JmSkkc071WRzrsx5pYoA%3D%3D&trackingId=7BlIstG83NNxIe%2BkCi0DOg%3D%3D&position=10&pageNum=5&trk=public_jobs_jserp-result_search-card,"WHO WE ARE:Founded in 2011 by Amy Jain and Daniella Yacobovsky Fiala, BaubleBar has quickly become an industry leader in the accessories space. Taking their motto of "Embellish Every Day" quite literally, the brand has consistently aimed and succeeded at ensuring every customer can express themselves with ease.While the company got its start creating fashion jewelry, they knew that their cheerful and unique vision could go so much further. Since then, BaubleBar's assortment has expanded to include fine jewelry, hair and tech accessories, as well as home décor.In addition, BaubleBar has launched major partnerships with some of the most recognizable brands in the world, including Disney, the NBA, and the NFL.The brand is available on BaubleBar.com and in over 300 premier retailers globally, including Nordstrom, Bloomingdale's, Neiman Marcus, ULTA, Harvey Nichols, and Revolve. BaubleBar's exclusive line at Target, SUGARFIX by Baublear, is found at every Target location across the US.WHAT WE ARE LOOKING FOR:BaubleBar is hiring an Affiliate Marketing Assistant Manager to join their Marketing Team!We are looking for an Affiliate Marketing Assistant Manager with a proven record of success in building and executing affiliate marketing strategies. An ideal candidate for this role is an analytical digital marketer with strong storytelling and writing skills. We are looking for a candidate who is charismatic, engaging and a fan of the brand! This role requires a candidate with a critical understanding of commerce and can identify revenue generating audiences and media opportunities based on key product lines and assortments while developing relationships with existing and new partners. It is important to be curious, creative and possess an eagerness to innovate, test, fail fast, learn and evolve our strategies to drive growth for the business. This role will collaborate closely with our agencies, media partners, merchandising leads, PR and Brand Marketing to achieve business growth goals.WHAT WE WANT YOU TO DO: Asist in the day-to-day account management and execution of our affiliate program. Develop and implement strategies to drive engagement and buzz around the brand while driving salesAssist in building our strategic plans across top partners and opportunities to scale and diversify our affiliate program across all core publisher segments (e.g. loyalty, cashback, coupon, media)Write and pitch stories for commerce teams in the BaubleBar tone focusing on key products, SEO opportunities with the goal of securing strong affiliate coverage and generating revenue from traffic and product salesResearch and stay on top of trends in the affiliate and commerce space and have a strong understanding of our product catalog and categories that are relevant for strong article inclusionWork closely with brand marketing and merchandising teams to align on product, pricing and gifting opportunities and recommendations that align commerce content with business growth goals and product optimizationsDevelop and maintain strong relationships with agencies, top affiliates and other partners, both current and new, by communicating business and brand priorities & updates, promotional calendar & negotiating strong partnership termsOwn and manage daily / weekly / monthly affiliate performance reporting to monitor and report on channel performance, adjusting strategies to hit business goals and channel KPIsMonitor and analyze partner sales and activity. Share feedback and performance with opportunities for improvementMaintain affiliate budget inclusive of commissions, placement fees, CPA rates and bonuses while making recommendations based on performance expectationsProactively stay abreast of industry trends, channel opportunities, publisher offerings, affiliate partners and technology, and innovative testing strategies to grow and diversify the affiliate channel
WHAT WE WANT TO SEE: 2-3 years of relevant affiliate marketing experience, preferably in retailBachelor's degree in marketing, communications, or related fieldFamiliarity with affiliate platforms (e.g. Pepperjam, Rakuten, CJ)Proven relationship building, maintenance, and communication with both internal and external partnersExceptional writing, pitching and communication skills with strong negotiation skillsA highly motivated self-starter with an ability to learn quickly with focus on growth and a passion for retail and digital marketingA positive, personable, can-do, problem- solving, creative, personality who can be flexible, multitask, and is team-oriented. Demonstrated ability to provide high attention to detail in a fast-paced work environmentPosition can be remote (residing anywhere in the US and currently authorized to work in the US) OR Hybrid with days in our NYC office",2023-07-06," ",,https://www.linkedin.com/company/baublebar-inc.?trk=public_jobs_jserp-result_job-search-card-subtitle
3656206750,"Entry Level Marketing","ROLA Marketing","San Diego, CA",https://www.linkedin.com/jobs/view/entry-level-marketing-at-rola-marketing-3656206750?refId=4HeLmBv1fqc21Qma%2BdAfFg%3D%3D&trackingId=m3fqrGzWOAjyHZBIiSfe3g%3D%3D&position=11&pageNum=14&trk=public_jobs_jserp-result_search-card,"ROLA Marketing is a marketing and sales firm based in San Diego. We are composed of highly professional and hardworking individuals. We are seeking an individual to join our team to acquire skills on the job and apply your learning knowledge to the role. We are looking to hire immediately for this on-site role. Our company offers extensive paid training and career development opportunities.As apart of our Entry Level Marketing team, you would be responsible for providing retail sales, marketing, and customer service experience that is intended to improve the profitability of our clients and retail partners.Position Responsibilities Communicate well with customers in a retail settingPresent the customers with products and services tailored to their needs.Provide knowledgeable answers to questions about products.Work with internal departments to meet customer's needs.Communicate with customers to generate leads
Requirements Sales/customer service experience is a plusStudent MentalityPeople PersonProblem SolverTeam player
Culture• Fun, work hard play hard environment• Travel opportunities• Leadership workshops and development• Training in sales, marketing, business• Paid Training• Merit Based PromotionsWhat we are looking for here is the drive, the passion, the student mentality, and the willingness to learn. If you're up for a challenge and looking to grow, APPLY TODAY!",," ",,https://www.linkedin.com/company/rola-marketing?trk=public_jobs_jserp-result_job-search-card-subtitle
3656207661,"Marketing Representative","ROLA Marketing","San Diego, CA",https://www.linkedin.com/jobs/view/marketing-representative-at-rola-marketing-3656207661?refId=veCpr6IX2X3Z0By1EtMMXQ%3D%3D&trackingId=wrW6GVedT3he7NMYx5fddA%3D%3D&position=10&pageNum=22&trk=public_jobs_jserp-result_search-card,"We are ROLA Marketing! Join a team composed of highly professional and hardworking individuals to acquire skills on the job and apply your learning knowledge to the role. As a culture, we operate very similarly to a sports team and we love candidates who can relate! Our company offers extensive training and career development opportunities.As an Entry Level Marketing Representative, you would be responsible for providing retail sales, marketing, and customer service experience that is intended to improve the profitability of our clients and retail partners.Position Responsibilities Communicate well with customers in an on-site, retail setting.Present the customers with products and services tailored to their needs.Process orders in a fast-paced environment.Provide knowledgeable answers to questions about products, pricing, and availability.Work with internal departments to meet customer's needs.Generate new sales
Requirements Sales experience is a plusStudent MentalityPeople PersonProblem SolverTeam player
Culture• Fun, work hard play hard environment• Travel opportunities• Leadership workshops and development• Training in sales, marketing, business• PAID Training• Merit Based PromotionsWhat we are looking for here is the drive, the passion, the student mentality, and the willingness to learn. If you're up for a challenge and looking to grow, APPLY TODAY!",," ",,https://www.linkedin.com/company/rola-marketing?trk=public_jobs_jserp-result_job-search-card-subtitle
3656211399,"Junior Marketing Assistant","ROLA Marketing","San Diego, CA",https://www.linkedin.com/jobs/view/junior-marketing-assistant-at-rola-marketing-3656211399?refId=SORdIzlitZPXsVlaKYm7lA%3D%3D&trackingId=nir4bnpa39lqqxW8C3qWEg%3D%3D&position=6&pageNum=2&trk=public_jobs_jserp-result_search-card,"ROLA Marketing is a local sales firm headquartered in San Diego. We are currently seeking entrepreneurial-minded leaders to join our Entry Level Marketing team to assist our clients with local market exposure and research in a retail setting. We are looking to hire immediately for this on-site role. As a Junior Marketing Assistant, you will be a key point of contact for our clients and their customers. With recent demand from our clients, we are looking to fully cross train the right individual for a managerial role.Responsibilities: Open communication with clients and customers in a retail settingAttendance to company meetings, in person and virtuallyImplementing marketing strategies to drive sales leadsBeing knowledgeable on all client products and servicesProvide sales assistance and generate leadsProvide brand promotion and awareness for our clients
Qualifications: Exceptional communication skills, written and verbalStrong interpersonal and leadership skillsAbility to work in a fast paced environmentAbility to work independently or as a team
Perks: Choose your own hoursGrowth opportunityPaid training and travel opportunitiesEnergetic work environmentPersonal and professional developmentWeekly pay with bonuses available",," ",,https://www.linkedin.com/company/rola-marketing?trk=public_jobs_jserp-result_job-search-card-subtitle
3656213523,"Marketing & Paid Media Coordinator","Discount Tire","Phoenix, AZ",https://www.linkedin.com/jobs/view/marketing-paid-media-coordinator-at-discount-tire-3656213523?refId=65g6XxBrc%2FrFjHDQ16qXig%3D%3D&trackingId=EvFiIRXBX1NbwGZ2RoVJFg%3D%3D&position=2&pageNum=39&trk=public_jobs_jserp-result_search-card,"OverviewHere at Discount Tire, we celebrate the spirit of our people with extraordinary pride and enthusiasm. Our business has been growing for more than 60 years and now is the best time in our history to join us. We are opening more locations every year and we are always looking for qualified individuals to join us in our growth. We are a company that promotes from within, both in our retail and corporate operations.Under direct supervision, the Marketing & Paid Media Coordinator provides support to the financial operations and activities within the Paid Media department. This role involves assisting with budget management, invoice processing, and administrative tasks and works closely and collaborates with the Paid Media team and other stakeholders to ensure accurate and efficient financial processes within the Paid Media department.Essential Duties and Responsibilities: Facilitates and handles paid media invoicing - receives invoices; uploads into media buying software; ensures all invoices are received; troubleshoots missing invoices; audits invoices; and submits invoices for payment.Assist in managing and tracking media budgets.Support the financial analysis of media campaigns, providing insights on performance metrics, costs, and return on investment (ROI).Collaborate with media planners and buyers to gather financial data and provide support in preparing media plans and campaigns.Maintains media buy comparison reports.Assist in the preparation of financial reports and presentations for internal stakeholders.Maintain accurate financial records and documentation for media-related transactions.Assist with the coordination and management of media vendor contracts, including negotiating financial terms and tracking contractual obligations.Provide administrative support to the media finance team, such as scheduling meetings, organizing documents, and maintaining files.Collaborate with cross-functional teams to ensure smooth financial processes and effective communication.Answers and screens incoming calls, emails and mail from advertising sales representatives.Support the management of the show-car program, including but not limited to planning, logistics and scheduling. Establishes positive interactions with media representatives; serves as the first point of contactCoordinates order approval process with outside vendors and media buyersAttend internal meetings and communicates pertinent information and details to the paid media team. Stays current on the latest industry technologies, trends and strategiesCompletes work in a timely and accurate manner while providing exceptional customer serviceOther duties as assigned
Qualifications: Some experience in a financial or accounting role, preferably within a media or advertising environment, is desirable.Familiarity with media planning, buying, and campaign performance metrics is a plus.Proficiency with Microsoft Office, Word, Excel, and PowerPoint.Strong attention to detail and accuracy in data entry and financial calculations.Effective organizational and time management skills, with the ability to prioritize tasks and meet deadlines.Good analytical and problem-solving abilities, with a logical and methodical approach to financial tasks.Ability to build and maintain professional relationships with cross functional teams, partners, sponsors, and vendors is required.Excellent communication skills, both verbal and written.Ability to work collaboratively in a team environment and establish positive working relationships with stakeholders.The ability to work efficiently and accurately under pressure, meet deadlines, present a professional demeanor and work well independently is essential.Customer service skills including the ability to manage and respond to different customer situations while maintaining a positive and friendly attitude is essential.In addition, organizational and problem-solving skills, a can-do attitude, and the ability to adjust to changing requirements are essential.Maintaining confidentiality, treating others with respect and upholding Company values are key attributes.Strong integrity and commitment to maintaining the confidentiality of financial information.Eagerness to learn and adapt to new technologies and financial tools.
Education Requirements: This position requires a Bachelor's degree in Finance, Accounting, Marketing, Business, or a related field.Discount Tire provides equal employment opportunities to all employees and applicants for employment and prohibits discrimination and harassment of any type without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state, or local law.",2023-07-07," ",,https://www.linkedin.com/company/discount-tire-company?trk=public_jobs_jserp-result_job-search-card-subtitle
3656214474,"Entry Level Event Marketing Associate","Expo Marketing Inc","Philadelphia, PA",https://www.linkedin.com/jobs/view/entry-level-event-marketing-associate-at-expo-marketing-inc-3656214474?refId=sFIrMX2jka1q5ya%2Fy5B7Zg%3D%3D&trackingId=edAf6Opl0HLVMS9OCqabGA%3D%3D&position=7&pageNum=9&trk=public_jobs_jserp-result_search-card,"This job is sourced from a job board.
      Learn More",2023-07-07," ",,https://www.linkedin.com/company/expo-marketing-inc?trk=public_jobs_jserp-result_job-search-card-subtitle
3656234573,"Junior Marketing Consultant / Entry Level Marketing","Prompt Innovations Inc.","Queens, NY",https://www.linkedin.com/jobs/view/junior-marketing-consultant-entry-level-marketing-at-prompt-innovations-inc-3656234573?refId=SORdIzlitZPXsVlaKYm7lA%3D%3D&trackingId=ihV9LSe4RqHDq4sLruHeXw%3D%3D&position=23&pageNum=2&trk=public_jobs_jserp-result_search-card,"With years of experience in the communication field, Prompt Innovations has created relationship-based methods focused on our innovative marketing outreach techniques. There is no secret to our success. We simply build genuine, respectful, and transparent relationships with our clients and exceed their expectations. Our mission is to teach all our Junior Marketing Consultants practical communication skills to create a more authentic consumer experience, resulting in an increased brand reputation for our expanding clientele.Our company was built on the philosophy of leading by example, encouraging competition, and maintaining a respectful work environment. As a Junior Marketing Consultant, you will communicate with top sales and marketing executives to take our client's brands to new heights. We are seeking a Junior Marketing Consultant who is eager to excel, willing to learn from industry leaders, and ready to bring their ideas to the table.Responsibilities For The Junior Marketing Consultant IncludeRelay brand messaging professionally and promote our client’s services directly to potential customers.Communicate effectively and appropriately to create connections during customer interactions.Learn to solve problems creatively while demonstrating high integrity.Build brand knowledge to adequately communicate each featured product/service offering adequately to consumers.Provide support and report customer feedback to the Marketing Associate Manager to increase customer retention.Attend weekly meetings to discuss marketing strategies and client needs.Create networking connections with other Marketing Associate professionals to understand better and improve communication tactics.",2023-07-07," ",,https://www.linkedin.com/company/prompt-innovations-inc?trk=public_jobs_jserp-result_job-search-card-subtitle
